City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
335,leava,-14.3,-178.1667,27.47,79,61,5.32,WF,1734273489
336,mount pearl,47.5166,-52.7813,-1.03,65,75,6.69,CA,1734273491
337,zaragoza,41.6561,-0.8773,13.25,52,20,11.32,ES,1734273276
338,summerville,33.0185,-80.1757,12.13,85,100,4.63,US,1734273392
339,kone,-21.0595,164.8658,25.52,83,99,1.91,NC,1734273496
340,anahuac,27.2333,-100.15,20.97,89,34,6.68,MX,1734273497
341,whitehorse,60.7161,-135.0538,-13.57,85,100,1.03,CA,1734273498
342,regina,50.4501,-104.6178,-2.94,88,75,3.6,CA,1734273314
343,sur,22.5667,59.5289,23.55,58,1,3.94,OM,1734273501
344,kshenskiy,51.8408,37.7136,-1.57,96,100,5.4,RU,1734273503
345,fedorovskiy,45.0972,40.9517,0.67,62,100,2.58,RU,1734273504
346,kyren,51.6828,102.1408,-10.14,81,3,0.8,RU,1734273505
347,grand falls-windsor,48.9332,-55.6649,-1.94,64,19,2.24,CA,1734273506
348,hilo,19.7297,-155.09,19.51,88,100,0.45,US,1734273507
349,codrington,-38.2667,141.9667,21.78,52,37,5.63,AU,1734273508
350,dong ha,16.8163,107.1003,15.24,91,100,4.03,VN,1734273509
351,mahdia,35.5047,11.0622,17.37,46,56,9.61,TN,1734273511
352,santa ana,33.7456,-117.8678,11.62,85,0,2.06,US,1734273512
353,lata,40.1629,-8.3327,13.16,39,100,2.17,PT,1734272913
354,atar,20.5169,-13.0499,32.87,10,100,7.79,MR,1734273514
355,freetown,8.484,-13.2299,30.26,57,3,5.38,SL,1734273515
356,ventspils,57.3894,21.5606,1.96,80,100,7.72,LV,1734273516
357,atafu village,-8.5421,-172.5159,27.47,77,69,5.14,TK,1734273517
358,uzhur,55.3036,89.8339,-12.79,86,61,3.37,RU,1734273519
359,bereket,39.2446,55.5154,2.3,46,1,3.69,TM,1734273520
360,phitsanulok,16.9167,100.5,23.18,60,100,2.17,TH,1734273522
